ticker,name,lei,cik
RIGP,Transocean Partners LLC,,0001607250
RILY,B. Riley Financial Inc,,0001464790
RIO,Rio Tinto PLC,,0000915754
RIT,Lmp Real Estate Income Fund Inc.,,0001173557
RITT,Rit Technologies Ltd ,549300GOHT9MNXSWEZ87,0001041844
RIV,RiverNorth Opportunities,,
RIVR,River Valley Bancorp ,,0001015593
RJA,ELEMENTS Rogers Intl Cmdty Agri TR ETN,,
RJET,Republic Airways Holdings Inc ,549300F4XKX2302BQH17,0001159154
RJF,Raymond James Financial Inc,RGUZHJ05YTITL6D76949,0000720005
RJI,ELEMENTS Rogers Intl Cmdty TR ETN,,
RJN,ELEMENTS Rogers Intl Cmdty Energy TR ETN,,
RJZ,ELEMENTS Rogers Intl Cmdty Metals TR ETN,,
RKDA,Arcadia Biosciences Inc,54930027ZPNA80B8O763,0001469443
RKT,Rock-Tenn Co ,PQQ60KVT5SJX0ETQT497,0000230498
RKUS,Ruckus Wireless Inc ,,0001294016
RL,Ralph Lauren Corp,HO1QNWM0IXBZ0QSMMO20,0001037038
RLD,RealD Inc ,549300PZKUZGKINZHM85,0001327471
RLGT,Radiant Logistics Inc,549300HWCW2HBOG4GN20,0001171155
RLGY,Realogy Holdings Corp,,0001398987
RLH,Red Lion Hotels Corp,549300SQ6C322WRSYZ27,0001052595
RLI,RLI Corp,,0000084246
RLJ,RLJ Lodging Trust,549300RX5I8Z6I6LDZ74,0001511337
RLJE,RLJ Entertainment Inc,549300N9A2J0ELDKE604,0001546381
RLOC,ReachLocal Inc,549300RTDES2LQ41HD41,0001297336
RLOG,Rand Logistics Inc,,0001294250
RLYP,Relypsa Inc,,0001416792
RM,Regional Management Corp,549300S5O87W87JW4146,0001519401
RMAX,Re/Max Holdings Inc,54930033W2KS56JHAN30,0001581091
RMBS,Rambus Inc,,0000917273
RMCF,Rocky Mountain Chocolate Factory Inc,,0001616262
RMD,ResMed Inc,,0000943819
RMGN,RMG Networks Holding Corp,5493006Y8YJJIMUVE729,0001512074
RMP,Rice Midstream Partners LP,,0001620928
RMRAV,RMR Group Inc,,0001644378
RMT,Royce Micro Cap Trust,,0000912147
RMTI,Rockwell Medical Inc,,0001041024
RNDB,Randolph Bancorp Inc,,0001667161
RNDY,Roundy's Inc ,726VZUL4TEOS61PMTE28,0001536035
RNET,RigNet Inc,549300ORCNWIVKUB8129,0001162112
RNF,Rentech Nitrogen Partners LP ,TJLYWYD9NLMPBOWORG91,0001525998
RNG,RingCentral Inc,549300C8EH0H1614VE84,0001384905
RNN,Rexahn Pharmaceuticals Inc,,0001228627
RNO,Rhino Resource Partners LP ,549300N584O77MY03C08,0001490630
RNP,Cohen & Steers REIT & Preferred Income Fund,,
RNR,Renaissancere Holdings Ltd,EK6GB9U3U58PDI411C94,0000913144
RNST,Renasant Corp,549300OVE6OZHW2UUH81,0000715072
RNWK,RealNetworks Inc,0TCB85ZKZQTTX9T8EV22,0001046327
ROC,"Rockwood Holdings, Inc.",,0001315695
ROCK,Gibraltar Industries Inc,,0000912562
RODI,Barclays Return on Disability ETN,,
ROG,Rogers Corp,PW0CN80KNFR7RUOOKJ84,0000084748
ROIAK,Radio One Inc,549300PLGIGPBRQUP240,0001041657
ROIC,Retail Opportunity Investments Corp,,0001407623
ROIQ,ROI Acquisition Corp II ,,0001581607
ROK,Rockwell Automation Inc,VH3R4HHBHH12O0EXZJ88,0001024478
ROKA,Roka Bioscience Inc,,0001472343
ROL,Rollins Inc,549300F2A0BXT4SGWD84,0000084839
ROLA,iPath Long Extended Russell 1000TR ETN,,
ROLL,RBC Bearings Inc,,0001324948
ROP,Roper Technologies Inc,549300LJXD867XMVE759,0000882835
ROSE,Rosetta Resources Inc ,,0001340282
ROSG,Rosetta Genomics Ltd,,0001362959
ROST,Ross Stores Inc,549300ENZFLPGRDFZQ60,0000745732
ROVI,Rovi Corp,5493006VRWO1PMVOHL98,0001424454
ROX,Castle Brands Inc,,0001311538
ROYL,Royale Energy Inc ,,0000864839
ROYT,Pacific Coast Oil Trust,,0001538822
RP,RealPage Inc,5493001RSFZX4122A604,0001286225
RPAI,Retail Properties of America Inc,549300OVTYLM7DH6CM14,0001222840
RPD,Rapid7 Inc,549300GNVG5D60KEYN14,0001560327
RPM,RPM International Inc,549300TJCKW4BRXPJ474,0000110621
RPRX,Repros Therapeutics Inc,,0000897075
RPT,Ramco-Gershenson Properties Trust,,0000842183
RPTP,Raptor Pharmaceutical Corp,,0001070698
RPXC,RPX Corp,,0001509432
RQI,Cohen & Steers Quality Income Realty Fund,,
RRC,Range Resources Corp,H3Y3WLYCX0BTO1TRW162,0000315852
RRD,RR Donnelley & Sons Co,SU4X0P4WWRGOQDTSV032,0000029669
RRGB,Red Robin Gourmet Burgers Inc,,0001171759
RRM,RR Media Ltd ,,0001375829
RRMS,Rose Rock Midstream LP,,0001527622
RRR,Red Rock Resorts Inc,,0001653653
RRTS,Roadrunner Transportation Systems Inc,,0001440024
RS,Reliance Steel & Aluminum Co,549300E287ZOFT3C5Z56,0000861884
RSE,Rouse Properties Inc ,,0001528558
RSG,Republic Services Inc,NKNQHM6BLECKVOQP7O46,0001060391
RSO,Resource Capital Corp,549300RUJWPCMY4JFR46,0001332551
RSPP,RSP Permian Inc,,0001588216
RST,Rosetta Stone Inc,,0001351285
RSTI,Rofin-Sinar Technologies Inc,,0001019361
RSYS,Radisys Corp,549300R2K4FHHRIS0202,0000873044
RT,Ruby Tuesday Inc,,0000068270
RTEC,Rudolph Technologies Inc,,0001094392
RTGN,Pulmatrix Inc,,0001574235
RTI,RTI International Metals Inc ,,0001068717
RTIX,RTI Surgical Inc,,0001100441
RTK,Rentech Inc,,0000868725
RTLA,iPath Long Extended Russell 2000TR ETN,,
RTN,Raytheon Co,YR6K3WJN0KKLUPZSNL57,0001047122
RTNB,root9B Holdings Inc,549300WHTJQRGGN1GJ08,0001272550
RTRX,Retrophin Inc,,0001438533
RTTR,Ritter Pharmaceuticals Inc,549300D1RXK87UWSJV72,0001460702
RUBI,Rubicon Project Inc,54930018FR2YX1HHSB02,0001595974
RUK,Relx PLC,549300WSX3VBUFFJOO66,0000929869
RUN,Sunrun Inc,54930007SJ77CI66U531,0001469367
RUSHB,Rush Enterprises Inc,,0001012019
RUTH,Ruth's Hospitality Group Inc,,0001324272
RVBD,Riverbed Technology Inc ,XWT9B0BASIY6FJ5R7M02,0001357326
RVEN,Reven Housing Reit Inc,,0001487782
RVLT,Revolution Lighting Technologies Inc,549300MT31T630Y1YE34,0000917523
RVM,Revett Mining Company Inc ,,0001404592
RVNC,Revance Therapeutics Inc,549300N33TFDZHS81H11,0001479290
RVP,Retractable Technologies Inc,,0000946563
RVSB,Riverview Bancorp Inc,,0001041368
RVT,Royce Value Trust,,0000804116
RWC,RELM Wireless Corp,,0000002186
RWLK,Rewalk Robotics Ltd,,0001607962
RWT,Redwood Trust Inc,DRBV4N1ERQLEMIF11G78,0000930236
RWXL,UBS ETRACS M Py 2xLvg DJ Intl RelEst ETN,,
RXDX,Ignyta Inc,549300XROC3WDMYE9G31,0001557421
RXII,Rxi Pharmaceuticals Corp,549300KOGMLSPLDVHR52,0001533040
RXN,Rexnord Corp,,0001439288
RY,Royal Bank of Canada,ES7IP3U3RHIGC71XBU11,0001000275
RYAAY,Ryanair Holdings PLC,,0001038683
RYAM,Rayonier Advanced Materials Inc,54930053QJ7OUGZG4F72,0001597672
RYI,Ryerson Holding Corp,549300JMA41B3ZHOVE45,0001481582
RYL,Ryland Group Inc ,,0000085974
RYN,Rayonier Inc,HGV8VDVNL0W6SF2U9C50,0000052827
S,Sprint Corp,549300ZTTY7CXOLJ6539,0000101830
SA,Seabridge Gold Inc,,0001231346
SAAS,inContact Inc,5493002CBADL00HI4U32,0001087934
SABR,Sabre Corp,,0001597033
SAEX,SAExploration Holdings Inc,549300J0QXYI4QXJCE96,0001514732
SAFM,Sanderson Farms Inc,,0000812128
SAFT,Safety Insurance Group Inc,,0001172052
SAGE,SAGE Therapeutics Inc,5493000JX4BJS9W6CN35,0001597553
SAH,Sonic Automotive Inc,549300NTLRGJ2JCBZU03,0001043509
SAIA,Saia Inc,549300WNPG4N9GBOYB29,0001177702
SAIC,Science Applications International Corp,549300LZPNZIXQGZPZ48,0001571123
SAJA,Sajan Inc,,0001118037
SAL,Salisbury Bancorp Inc,,0001060219
SALE,RetailMeNot Inc,549300YJPFMS88VU1P70,0001475274
SALM,Salem Media Group Inc,549300CTHBTS2MIXZL54,0001050606
SALT,Scorpio Bulkers Inc,,0001587264
SAM,Boston Beer Co Inc,,0000949870
SAMG,Silvercrest Asset Management Group Inc,,0001549966
SAN,Banco Santander SA,5493006QMFDDMYWIAM13,0000891478
SAND,Sandstorm Gold Ltd,,
SANM,Sanmina Corp,X5K24XLM8QYRXF00EB42,0000897723
SANW,S&W Seed Co,5493000VGNLHM547AC08,0001477246
SAP,SAP SE,529900D6BF99LW9R2E68,0001000184
SAPE,Sapient Corp ,A58IH7WYWPCDB1WMKS11,0001008817
SAR,Saratoga Investment Corp,54930023WJCWPAGSWE41,0001377936
SARA,Saratoga Resources Inc ,549300WWE29WME5VCN36,0001096339
SASR,Sandy Spring Bancorp Inc,,0000824410
SATS,EchoStar Corp,549300EE20907QZ9GT38,0001415404
SAUC,Diversified Restaurant Holdings Inc,,0001043505
SAVE,Spirit Airlines Inc,549300DCAFIXFNFR3304,0001498710
SB,Safe Bulkers Inc,549300V6ZM2HJJYQQO85,0001434754
SBAC,SBA Communications Corp,,0001034054
SBBP,Strongbridge Biopharma plc,,0001634432
SBBX,Sussex Bancorp,5493003P04YDQDDVF490,0001028954
SBCF,Seacoast Banking Corporation of Florida,549300V6IC06XYQYPG88,0000730708
SBCP,Sunshine Bancorp Inc,,0001599891
SBFG,SB Financial Group Inc,54930028E6P8OT8CTV58,0000767405
SBGI,Sinclair Broadcast Group Inc,,0000912752
SBGL,Sibanye Gold Ltd,,0001561694
SBH,Sally Beauty Holdings Inc,,0001368458
SBI,Western Asset Intermediate Municipal Fund,5493000MG5MROBD48K57,0000882300
SBLK,Star Bulk Carriers Corp,549300SO3FMK7H6DDY54,0001386716
SBND,DB 3x Short 25+ Year Treasury Bond ETN,,
SBNY,Signature Bank,VLP5AP0XK2GM6GKD1007,0001288784
SBOT,Stellar Biotechnologies Inc,,0001540159
SBPH,Spring Bank Pharmaceuticals Inc,,0001566373
SBR,Sabine Royalty Trust,,0000710752
SBRA,Sabra Health Care REIT Inc,549300E3BC7GU7TAZ621,0001492298
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,,0001170858
SBSA,Spanish Broadcasting System Inc,5493005DKYB1X4C9LH64,0000927720
SBSI,Southside Bancshares Inc,549300TC83207VQA2K65,0000705432
SBUX,Starbucks Corp,OQSJ1DU9TAOC51A47K68,0000829224
SBV,iPath Pure Beta S&P GSCI-Weighted ETN,,
SBW,Western Asset Worldwide Income Fund,,0000914035
SBY,Silver Bay Realty Trust Corp,,0001557255
SC,Santander Consumer USA Holdings Inc,5493004SHNXEHHZ58X76,0001580608
SCAC,Saban Capital Acquisition Corp,,
SCACU,Saban Capital Acquisition Corp,,0001671854
SCAI,Surgical Care Affiliates Inc,,0001411574
SCCO,Southern Copper Corp,,0001001838
SCD,LMP Capital and Income Fund Inc,549300YJH1GYGXCCQ467,0001270131
SCG,SCANA Corp,V8HA8TAJG10VL0G7B254,0000754737
SCHL,Scholastic Corp,,0000866729
SCHN,Schnitzer Steel Industries Inc,549300F62TK8VRDSM285,0000912603
SCHW,Charles Schwab Corp,,0000316709
SCI,Service Corporation International,,0000089089
SCIX,"Scailex Corp., Ltd.",5493004S9U8B6WB7GN31,0000315816
SCKT,Socket Mobile Inc,5493001EX0VY0ZPVGJ38,0000944075
SCL,Stepan Co,IZU1EW9GB3WC7CYCSR17,0000094049
SCLN,SciClone Pharmaceuticals Inc,,0000880771
SCM,Stellus Capital Investment Corp,5493001DZV6QC1KUSC43,0001551901
SCMP,Sucampo Pharmaceuticals Inc,549300YPLK5FSJFMAH24,0001365216
SCON,Superconductor Technologies Inc,,0000895665
SCOR,Comscore Inc,,0001158172
SCS,Steelcase Inc,GIE4CCPBJDI8SMV1OX95,0001050825
SCSC,ScanSource Inc,7FHBAN017QDY4K2KP156,0000918965
SCSS,Select Comfort Corp,,0000827187
SCTY,SolarCity Corp,54930035YLO0PKMDT602,0001408356
SCVL,Shoe Carnival Inc,,0000895447
SCWX,SecureWorks Corp,,0001468666
SCX,L S Starrett Co,,0000093676
SCYX,SCYNEXIS Inc,,0001178253
SD,SandRidge Energy Inc,W1MKPVGS6I5155L7VV67,0001349436
SDLP,Seadrill Partners LLC,,0001553467
SDPI,Superior Drilling Products Inc,549300B6GMFCER6WX167,0001600422
SDR,Sandridge Mississippian Trust II,549300G47DX22MTSWZ80,0001538267
SDRL,Seadrill Ltd,213800LZ4WWG15NAC829,0001351413
SDT,SandRidge Mississippian Trust I,,0001509228
SDYL,UBS ETRACS Mthly Pay 2xLvrgd S&P Div ETN,,
SE,Spectra Energy Corp,,0001373835
SEAC,SeaChange International Inc,,0001019671
SEAS,SeaWorld Entertainment Inc,549300UZV72O3371JJ53,0001564902
SEB,Seaboard Corp,87Q3KOXT29OW9W9YPT70,0000088121
SEDG,Solaredge Technologies Inc,,0001419612
SEE,Sealed Air Corp,Q0M0CZB4YN6JZ65WXI09,0001012100
SEED,Origin Agritech Ltd,,0001321851
SEIC,SEI Investments Co,5LJTIFADGZ6XH1RVOC11,0000350894
SELB,Selecta Biosciences Inc,,0001453687
SELF,Global Self Storage Inc,,0001031235
SEM,Select Medical Holdings Corp,,0001320414
SEMG,SemGroup Corp,549300GC80VO7T85ZM78,0001489136
SEMI,Sunedison Semiconductor Ltd,549300OHZ673BPR2E645,0001585854
SENEA,Seneca Foods Corp,,0000088948
SENS,Senseonics Holdings Inc,549300RCH6Z07TBHJ258,0001616543
SEP,Spectra Energy Partners LP,2HKVXE7U4NF5B6UGSU72,0001394074
SERV,Servicemaster Global Holdings Inc,549300GS10644JGL8R77,0001428875
SEV,Sevcon Inc,,0000825411
SF,Stifel Financial Corp,549300E5F07FE5GHJX84,0000720672
SFBC,Sound Financial Bancorp Inc,,0001541119
SFBS,ServisFirst Bancshares Inc,,0001430723
SFE,Safeguard Scientifics Inc,,0000086115
SFG,StanCorp Financial Group Inc ,549300N3WY624Z84R831,0001079577
SFL,Ship Finance International Ltd,,0001289877
SFLA,iPath Long Extended S&P 500 TR ETN,,
SFLY,Shutterfly Inc,,0001125920
SFM,Sprouts Farmers Market Inc,,0001575515
SFNC,Simmons First National Corp,,0000090498
SFS,Smart & Final Stores Inc,549300P8YC3BPSA09387,0001563407
SFST,Southern First Bancshares Inc,,0001090009
SFUN,SouFun Holdings Ltd,549300CYSMDAD2JBUI20,0001294404
SFXE,SFX Entertainment Inc ,,0001553588
SFY,Swift Energy Co ,5493007QR70AVQSNF619,0000351817
SGA,Saga Communications Inc,,0000886136
SGAR,iPath Pure Beta Sugar ETN,,
SGB,Southwest Georgia Financial Corp,,0000315849
SGBK,Stonegate Bank,,
SGC,Superior Uniform Group Inc,UOX145EEO0TB0ZWX2152,0000095574
SGEN,Seattle Genetics Inc,,0001060736
SGF,"Aberdeen Singapore Fund, Inc.",,0000864415
SGG,iPath Bloomberg Sugar SubTR ETN,,
SGI,Silicon Graphics International Corp,549300SE1VOQWTQPPS77,0001316625
SGL,"Strategic Global Income Fund, Inc.",,
SGM,Stonegate Mortgage Corp,549300V734YHU42YXR27,0001454389
SGMA,SigmaTron International Inc,,0000915358
SGMO,Sangamo BioSciences Inc,,0001001233
SGMS,Scientific Games Corp,,0000750004
SGNL,Signal Genetics Inc,549300C775BNYF550E70,0001590750
SGNT,Sagent Pharmaceuticals Inc,,0001369786
SGOC,SGOCO Group Ltd,,0001412095
SGRP,SPAR Group Inc,,0001004989
SGRY,Surgery Partners Inc,,0001638833
SGU,Star Gas Partners LP,,0001002590
SGY,Stone Energy Corp,549300A5B8LWWXD85L17,0000904080
SGYP,Synergy Pharmaceuticals Inc,549300ITFHW1YXFTGH91,0001347613
SHAK,Shake Shack Inc,,0001620533
SHBI,Shore Bancshares Inc,,0001035092
SHEN,Shenandoah Telecommunications Co,549300XH3H4OUKFPHS84,0000354963
SHG,Shinhan Financial Group Co Ltd,,0001263043
SHI,Sinopec Shanghai Petrochemical Co Ltd,,0000908732
SHIP,Seanergy Maritime Holdings Corp,,0001448397
SHLD,Sears Holdings Corp,549300KWWR4P1RYUVG65,0001310067
SHLM,A Schulman Inc,5493004OGK9A7CGV3B42,0000087565
SHLO,Shiloh Industries Inc,549300ANCBI5JQ2R2Q96,0000904979
SHLX,Shell Midstream Partners LP,,0001610466
SHO,Sunstone Hotel Investors Inc,,0001295810
SHOO,Steven Madden Ltd,549300Z9GZ7GYJWSGF43,0000913241
SHOP,Shopify Inc,,0001594805
SHOR,Shoretel Inc,549300CQR343NDOQIK50,0001388133
SHOS,Sears Hometown and Outlet Stores Inc,,0001548309
SHPG,Shire PLC,,0000936402
SHW,Sherwin-Williams Co,Z15BMIOX8DDH0X2OBP21,0000089800
SIAL,Sigma-Aldrich Corp ,5493003MO7QE8VJUEP94,0000090185
SIBC,State Investors Bancorp Inc ,,0001513971
SID,Companhia Siderurgica Nacional,,0001049659
SIEB,Siebert Financial Corp,,0000065596
SIEN,Sientra Inc,5493006T0OLHI64MOG63,0001551693
SIF,SIFCO Industries Inc,549300DGPYFSWVYAMD66,0000090168
SIFI,SI Financial Group Inc,5493003RM4DO6OTMJD05,0001500213
SIFY,Sify Technologies Ltd,,0001094324
SIG,Signet Jewelers Ltd,,0000832988
SIGI,Selective Insurance Group Inc,,0000230557
SIGM,Sigma Designs Inc,,0000790715
SILC,Silicom Ltd,,0000916793
SIM,Grupo Simec SAB de CV,,
SIMO,Silicon Motion Technology Corp,,0001329394
SINA,SINA Corp,549300ICDICMKPZEUY61,0001094005
SINO,Sino-Global Shipping America Ltd,,0001422892
SIR,Select Income Reit,,0001537667
SIRI,Sirius XM Holdings Inc,54930055RWDMVXAGZK98,0000908937
SIRO,Sirona Dental Systems Inc ,,0001014507
SITE,SiteOne Landscape Supply Inc,,0001650729
SITO,SITO Mobile Ltd,,0001157817
SIVB,SVB Financial Group,549300D2KJ20JMXE7542,0000719739
SIVBO,SVB Capital II,,0001011698
SIX,Six Flags Entertainment Corp,,0000701374
SIXD,6D Global Technologies Inc ,,0001382219
SJI,South Jersey Industries Inc,549300DJYWYT5VXLFA46,0000091928
SJM,J M Smucker Co,5493000WDH6A0LHDJD55,0000091419
SJR,Shaw Communications Inc,549300SCT0RG6178CI40,0000932872
SJT,San Juan Basin Royalty Trust,,0000319655
SJW,SJW Corp,,0000766829
SKBI,Skystar Bio-Pharmaceutical Co ,,0001076939
SKIS,Peak Resorts Inc,,0001517401
SKLN,Skyline Medical Inc,549300UQE748N2H9LE74,0001446159
SKM,SK Telecom Co Ltd,,0001015650
SKT,Tanger Factory Outlet Centers Inc,UKEW8YSXE4Y581KYOL30,0000899715
SKUL,Skullcandy Inc,V46O7DSV0VSURWFY8V40,0001423542
SKX,Skechers USA Inc,,0001065837
SKY,Skyline Corp,,0000090896
SKYS,Sky Solar Holdings Ltd,,0001594124
SKYW,SkyWest Inc,,0000793733
SLAB,Silicon Laboratories Inc,4PRDF8Q9TDHRVZKZSZ47,0001038074
SLB,Schlumberger NV,,0000087347
SLCA,U.S. Silica Holdings Inc,,0001524741
SLCT,Select Bancorp Inc,,0001263762
SLF,Sun Life Financial Inc,549300V040JZX5S66Z78,0001097362
SLG,SL Green Realty Corp,,0001040971
SLGN,Silgan Holdings Inc,KAF673KJXD92C8KSLU49,0000849869
SLH,Solera Holdings Inc ,,0001324245
SLI,SL Industries Inc ,549300DBRLOJD25T5Z96,0000089270
SLM,SLM Corp,4K8SLPBF5DXXGPW03H93,0001032033
SLP,Simulations Plus Inc,,0001023459
SLRC,Solar Capital Ltd ,BJOT6DX9ML6BR3Z0O636,0001418076
SLTC,Determine Inc,549300X561TNYDT47C87,0001090908
SLTD,Sunworks Inc,549300LGWVGT6Q975H59,0001172631
SLVO,Credit Suisse X-Links Silver CovCall ETN,,0001032405
SLW,Silver Wheaton Corp,549300XSFG5ZCGVYD886,0001323404
SLXP,Salix Pharmaceuticals Ltd ,549300IIP8FMEZXA0183,0001009356
SM,SM Energy Co,84BUTVXV5ODI6BXNMH43,0000893538
SMAC,Sino Mercury Acquisition Corp.,549300UQB7ZXDZ4PWF36,0001608269
SMBC,Southern Missouri Bancorp Inc,,0000916907
SMBK,SmartFinancial Inc,,0001038773
SMCI,Super Micro Computer Inc,54930022CZO1N2UGVW07,0001375365
SMED,Sharps Compliance Corp,,0000898770
SMFG,Sumitomo Mitsui Financial Group Inc,,0001022837
SMG,Scotts Miracle-Gro Co,2TH9E0JTOUXOEGI2R879,0000825542
SMHD,UBS ETRACS M Py 2xLvg US Sm Cp HiDiv ETN,,
SMI,Semiconductor Manufacturing International Corp,,0001267482
SMIT,Schmitt Industries Inc,,0000922612
SMLP,Summit Midstream Partners LP,,0001549922
SMLR,Semler Scientific Inc,549300ZHL16S29QTW485,0001554859
SMM,Salient Midstream & MLP Fund,5493004WQSDUD0W6BV62,0001534293
SMMF,Summit Financial Group Inc ,,0000811808
SMMT,Summit Therapeutics PLC,,0001599298
SMP,Standard Motor Products Inc,THGK1EO5B5HK0JHQVZ90,0000093389
SMRT,Stein Mart Inc,,0000884940
SMSI,Smith Micro Software Inc,,0000948708
SMT,SMART Technologies Inc,,0001489147
SMTC,Semtech Corp,549300J7WUY317SW6O61,0000088941
SMTP,SharpSpring Inc ,549300WOKT72TW5JRQ41,0001506439
SMTX,SMTC Corp,,0001108320
SN,Sanchez Energy Corp,549300SB0HTIM17TVR61,0001528837
SNA,Snap-On Inc,HHWAT5TDOYZMM26KKQ73,0000091440
SNAK,Inventure Foods Inc,,0000944508
SNBC,Sun Bancorp Inc,5493007HC22SSYIGKJ83,0001017793
SNC,State National Companies Inc,,0001610793
SNCR,Synchronoss Technologies Inc,5493007Z5J8Z2TA76376,0001131554
SND,Smart Sand Inc,,0001529628
SNDE,Sundance Energy Australia Ltd,,
SNDK,SanDisk Corp ,,0001000180
SNDX,Syndax Pharmaceuticals Inc,,0001395937
SNE,Sony Corp,,0000313838
SNES,SenesTech Inc,,0001680378
SNFCA,Security National Financial Corp,,0000318673
SNGX,Soligenix Inc,549300MN2EF9LQHLT817,0000812796
SNH,Senior Housing Properties Trust,,0001075415
SNHY,Sun Hydraulics Corp,,0001024795
SNI,Scripps Networks Interactive Inc,549300AI1MM5VBF43K58,0001430602
SNMX,Senomyx Inc,,0001123979
SNN,Smith & Nephew PLC,213800ZTMDN8S67S1H61,0000845982
SNOW,Intrawest Resorts Holdings Inc,549300C5O4FSVNUEI843,0001587755
SNP,China Petroleum & Chemical Corp,,0001123658
SNPS,Synopsys Inc,QG7T915N9S0NY5UKNE63,0000883241
SNR,New Senior Investment Group Inc,549300H8A719CGNNEW69,0001610114
SNSS,Sunesis Pharmaceuticals Inc,549300O5S543GE2D9G67,0001061027
SNTA,Synta Pharmaceuticals Corp,,0001157601
SNV,Synovus Financial Corp,549300EIUS8UN5JTLE54,0000018349
SNX,SYNNEX Corp,5493004HI6PFLF46NS53,0001177394
SNY,Sanofi SA,549300E9PC51EN656011,0001121404
SO,Southern Co,549300FC3G3YU2FBZD92,0000092122
SOCB,Southcoast Financial Corp ,,0001083689
SOCL,SOCO International plc,,
SODA,Sodastream International Ltd,,0001502916
SOFO,Sonic Foundry Inc,,0001029744
SOHO,Sotherly Hotels Inc,,0001301236
SOHOM,Sotherly Hotels LP,,0001313536
SOHU,Sohu.Com Inc,,0001104188
SOL,ReneSola Ltd,,0001417892
SON,Sonoco Products Co,GKOMIK4RDJGHEF0VNP11,0000091767
SONA,Southern National Bancorp of Virginia Inc,,0001325670
SONC,Sonic Corp,,0000868611
SONS,Sonus Networks Inc,549300M0UOU0W0ML4O74,0001105472
SOR,Source Capital Inc,,0000091847
SORL,Sorl Auto Parts Inc,,0000714284
SOV,"Santander Holdings Usa, Inc.",549300SMVCQN2P0O6I58,0000811830
SP,SP Plus Corp,0IDE18EMH1CUKQCUYE69,0001059262
SPA,Sparton Corp,,0000092679
SPAN,Span-America Medical Systems Inc,,0000718924
SPAR,Spartan Motors Inc,549300YY0TB51BGRV994,0000743238
SPB,Spectrum Brands Holdings Inc,,0001487730
SPCB,Supercom Ltd,549300U7DFKGC1TTZX50,0001291855
SPDC,Speed Commerce Inc ,5493000K1XNZY2XWSD87,0000911650
SPE,Special Opportunities Fund,,0000897802
SPEX,Spherix Inc,549300QQLOI22M69XV87,0000012239
SPF,CalAtlantic Group Inc,5493006Z0ED3DFZCWU56,0000878560
SPG,Simon Property Group Inc,,0001063761
SPGH,UBS ETRACS S&P 500 Gold Hedged ETN,,
SPH,Suburban Propane Partners LP,JJAX4X60DE65EYFOTY73,0001005210
SPHS,Sophiris Bio Inc,,0001563855
SPI,Spi Energy Co Ltd,21380085VKJ5NICZBA52,0001045513
SPIL,Siliconware Precision Industries Co Ltd,,0001111759
SPKE,Spark Energy Inc,549300U656GZMTWR1T03,0001606268
SPLK,Splunk Inc,549300XGDSGBP6UEI867,0001353283
SPLP,Steel Partners Holdings LP,,0001452857
SPLS,Staples Inc,XQM2JINI1UL7642TU573,0000791519
SPLX,UBS ETRACS M Reset 2xLvg S&P 500 TR ETN,,
SPN,Superior Energy Services Inc,,0000886835
SPNC,Spectranetics Corp,549300QQRH34NUMR6Y79,0000789132
SPNE,SeaSpine Holdings Corp,5493006QNC6E00LJ7M10,0001637761
SPNS,Sapiens International Corporation NV,,0000885740
SPOK,Spok Holdings Inc,549300HXXANIVN2ICC89,0001289945
SPP,Sanchez Production Partners LP,5493000RH9UU7FNOTR74,0001362705
SPPI,Spectrum Pharmaceuticals Inc,549300COU30WSP3O5I07,0000831547
SPPR,Supertel Hospitality Inc ,,0000919640
SPR,Spirit AeroSystems Holdings Inc,,0001364885
SPRO,SmartPros Ltd ,,0001289863
SPRT,Support.com Inc,,0001104855
SPSC,SPS Commerce Inc,,0001092699
SPTN,SpartanNash Co,549300TV3QCCSQLF5X16,0000877422
SPU,Skypeople Fruit Juice Inc,,0001066923
SPW,SPX Corp,P761FCI0CPOG24I8JE10,0000088205
SPWH,Sportsmans Warehouse Holdings Inc,549300JVV8YLQSRSF462,0001132105
SPWR,SunPower Corp,549300TXO070764WUH65,0000867773
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,,
SQ,Square Inc,549300OHIIUWSTIZME52,0001512673
SQBG,Sequential Brands Group Inc,5493002QWMJOPFMQEV93,0000791770
SQBK,Square 1 Financial Inc ,549300BU4UXPQ3Q44X20,0001329799
SQI,SciQuest Inc,,0001082526
SQM,Sociedad Quimica y Minera de Chile SA,TJ88LXZZW5PWIN93ZC81,0000909037
SQNM,Sequenom Inc,,0001076481
SQNS,Sequans Communications SA,969500G8ZIY1D601KJ66,0001383395
SRAQU,Silver Run Acquisition Corp,,0001658566
SRAX,Social Reality Inc,,0001538217
SRC,Spirit Realty Capital Inc,549300LTU6LVPZSHMJ25,0001308606
SRCE,1st Source Corp,,0000034782
SRCL,Stericycle Inc,B8PTJH2P0AXSWSMP2136,0000861878
SRDX,SurModics Inc,,0000924717
SRE,Sempra Energy,PBBKGKLRK5S5C0Y4T545,0001032208
SREV,ServiceSource International Inc,,0001310114
SRF,The Cushing® Energy Income Fund Common,,
SRG,Seritage Growth Properties,5493003CJFC2MM82WB25,0001628063
SRI,Stoneridge Inc,PNBCIH9LE7WI83VJIF08,0001043337
SRLP,Sprague Resources LP,,0001525287
